"","screenName","text","retweet_count","favorite_count","score","absolute_score","lon","lat"
"35","2016MikeWebbVA8","@Scooterocket @news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell‚Ä¶ https://t.co/gmO16Bt2OG",0,0,0,0,-77.0909809,38.8816208
"43","2uSanaca","RT @sharpjes: Not sure who specifically told me about the @Starbucks Cranberry Bliss Bar but I think I will blame twitter for introducing t‚Ä¶",9,0,0,0,-74.0059728,40.7127753
"48","3lliette","@Starbucks #givegood this holiday season",0,0,0,0,-87.6297982,41.8781136
"49","3Sonun3","@sharpjes @Starbucks Omg when it gets to this time of year, I treat myself to one a week in Decemberrrrr....sooooo yummy!",0,0,0,0,-119.4179324,36.778261
"50","4J_1L","RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. Ì†ºÌæÅ https://t.co/mss‚Ä¶",63,0,0,0,-93.7624442,41.4833235
"52","4thwithmissD","RT @Starbucks: ‚ö°Ô∏è ‚ÄúGood is happening everywhere. #GiveGood‚Äù

https://t.co/FaH5HoECox",583,0,1,1,-81.5157535,27.6648274
"54","5hgrandemila","RT @justcatchmedemi: Starbucksnews: .@ddlovato delighted fans and customers with gifts from #Starbucks in the Windy City for her Jingle Bal‚Ä¶",52,0,2,2,-81.5157535,27.6648274
"55","5hgrandemila","RT @justcatchmedemi: Ember_Tech: In the spirit of giving during the holidays, @ddlovato stopped by @Starbucks in Chicago to surprise fans w‚Ä¶",48,0,1,1,-81.5157535,27.6648274
"58","808BIZ","RT @HEARTDEFENSOR: ugh thank you @PaulyDavid for my new tumblers I‚Äôve literally been looking for these at every @Starbucks I go to Ì†ΩÌ∏≠Ì†ΩÌ∏© https‚Ä¶",163,0,0,0,-122.2653887,38.5024689
"59","8apphireM","Yes there's mocha whipped cream on @Starbucks Christmas Tree frappuccino. But did you know it can also go on your g‚Ä¶ https://t.co/kSMoWYKWXL",0,0,0,0,-79.3831843,43.653226
"70","aan3323","I'm at @Starbucks in Dammam, Ash Sharqiyah https://t.co/PA0hFhnSmM",0,0,0,0,-93.0648461,44.9773319
"72","ABC7JulieSone","RT @teamkids: The Team Kids Bus is loaded w/ 100s of stuffed teddy bears and puppy dogs thanks to @Starbucks! @ABC7 @ABC7JulieSone https://‚Ä¶",2,0,0,0,-118.2436849,34.0522342
"76","absangar","#ovi she even confirmed. It went from Javi to Ovi. #avi #nameconfusion #starbucks #fun #really‚Ä¶ https://t.co/0a2VRvorZW",0,0,1,1,-117.1610838,32.715738
"77","AbstractAllison","Hey @Starbucks, y‚Äôall wanna tell me how I got a chunk of strawberry in my toasted white mocha???? Ì†æÌ¥îÌ†æÌ¥Æ https://t.co/XRJPfV1ILs",0,1,0,0,-81.5706109,30.7478954
"81","AdamMoloo","@Starbucks @JenBrownson I thought it's available until December 17 https://t.co/pxjqRcnpn8",0,1,1,1,-118.2436849,34.0522342
"82","AdamWoodward100","RT @MASERGY: .@Starbucks free #wifi caught secretly mining #cryptocurrency! https://t.co/KpDLAegof0 #Tech #Privacy https://t.co/RP5DOF5GRU",44,0,1,1,-96.7969879,32.7766642
"83","AdzhiDs","RT @thisisinsider: Welcome to the largest @Starbucks in the world ‚òïÔ∏è https://t.co/0WetYWjY0V",154,0,1,1,-114.370647,43.689178
"86","ah1live","Watch #Starbucks Customer Removed After Telling People Speaking Korean: 'Don't You Dare' ... and this happened in t‚Ä¶ https://t.co/H1shRVJGRt",0,0,0,0,-119.4179324,36.778261
"88","ajgirl675","Loving our holiday cups this year. #givegood #starbucks",0,0,1,1,-83.9207392,35.9606384
"90","AJQedeshJohnson","My mom buy for coffee from Starbucks she give to me thank you drink for Hot Mocha 16oz today!!! @ja_bigelow‚Ä¶ https://t.co/bZs4J4Vowq",0,1,2,2,-122.3126222,47.3223221
"91","ajsweetsoap","Whoever came up with the idea of having Starbucks inside Target - I love you @Starbucks @Target https://t.co/5kK5YfPRND",0,2,1,1,-111.8484745,40.3879028
"93","AKHighVolts2","RT @JoMarieT: Before I forget, and before I buy a Tesla - @starbucks should put up charging stations. What better place to wait for a charg‚Ä¶",1,0,1,1,-122.6726867,49.1340179
"98","ALEX_MONGEAU_","@tanamongeau and @AshlySchwan try every single @Starbucks holiday drink! And also a guest appearance by‚Ä¶ https://t.co/NLokLdmIIM",0,0,0,0,-95.962422,36.039666
"99","alexis716","Hey @Starbucks, thanks for being amazing.",7,36,1,1,-71.4774291,41.5800945
"100","AlexisBlazeXXX","I‚Äôm tired but I need to go to the craft store Ì†ΩÌ∏¥ #starbucks #coffeeandcrafts",0,3,0,0,-115.1398296,36.1699412
"101","alexistalejo","Which one do you guys prefer? Last years @Starbucks cups or this years? https://t.co/bCBhEHypWS",0,0,1,1,-118.3525748,33.9164032
"102","Alexuvogel9","Your favorite place in the world! @Starbucks https://t.co/9KL62xgDpK",0,0,1,1,-105.1519789,39.7443012
"103","algethype","Monday mornin grind - coffee, mct, fat burners #ItsFu*kFriday head on over to C.T. https://t.co/45GufdpueU and get‚Ä¶ https://t.co/YscbivJfCm",0,2,-2,2,-87.6297982,41.8781136
"104","Aliciasinsight","@Starbucks thank you for the birthday drink Ì†ΩÌ≤ïÌ†ΩÌ∏Å",0,1,0,0,-118.873716,34.27797
"105","alijog","RT @alijog: ‚ú®GIVEAWAY TIME!‚ú®
@falloutboy fans want to know what @petewentz gets at @Starbucks! Whether he reveals his order or not (no pres‚Ä¶",46,0,1,1,-74.7648404,41.8666651
"106","alijog","I wonder what's in that @Starbucks cup... #whatsPetedrinking https://t.co/MLSfGwCXsV",1,3,1,1,-74.7648404,41.8666651
"110","alldogecoin","RT @_XRB_: @Edrek10 @Starbucks The year is 2017 you tried to buy a coffee with bitcoin it's cost you $15 in fees and you have been waiting‚Ä¶",3,0,0,0,-97.4394268,35.2223151
"112","Allgood216","Nothing like a #goodmorning #coffee @starbucks #love #watching #prince #enjoying his #pupachino‚Ä¶ https://t.co/BjO0oweMnO",0,1,3,3,-95.8389677,36.155213
"113","allisonrware","Just had the longest wait &amp; rudest service at @Starbucks ever (Looking at you, Lake Boone Trail store). I‚Äôve been g‚Ä¶ https://t.co/VsOqaPMswv",0,1,0,0,-86.7816016,36.1626638
"119","Almahruqi_f","#GiveGood feels good @Starbucks https://t.co/FgJQbJw8JA",0,0,1,1,-74.0059728,40.7127753
"128","am_bar_29","@StephenEVickers @Starbucks @theShopForward @merib Haha thanks!!!",0,0,0,0,-121.4252227,37.7396513
"129","am_bar_29","@ZoeyRoseB @Starbucks @merib @theShopForward @StephenEVickers Thank you!!! ‚ù§Ô∏èÌ†ºÌæÑ",0,2,0,0,-121.4252227,37.7396513
"130","am_bar_29","Coffee first ‚òïÔ∏è then Christmas Ì†ºÌæÑ #UglySweaterDay #CoffeeIsLife @Starbucks @merib @theShopForward @StephenEVickers https://t.co/1REcVUknaa",0,5,0,0,-121.4252227,37.7396513
"132","amanda11788","@Starbucks how are all these people getting gift cards??",0,0,0,0,-86.1349019,40.2671941
"133","amanda388","@Starbucks Surely this isn't light ice. Ì†ΩÌ∏ß I just want more than 3 sips of my refresher. Ì†ΩÌ∏≠ https://t.co/Ff7ILoq1Pb",0,0,0,0,-101.8312969,35.2219971
"136","ambergoss77","@justinvansant @Starbucks I feel like an idiot when I order because I don't know the lingo",0,1,0,0,-95.0254839,29.5641184
"137","amberprince","@Starbucks Can you please help this Kindergarten teacher make it to winter break? I'm surviving on peppermint mochas!",0,0,-1,1,-81.9817726,35.046508
"138","Ambersnotebook","RT @Ember_Tech: In the spirit of giving during the holidays, @ddlovato stopped by @starbucks in Chicago to surprise fans with her favorite‚Ä¶",22,0,2,2,-118.3617443,34.0900091
"139","Ambinwoke","@Starbucks can I get assistance proccessing refund please?",0,0,1,1,-118.2436849,34.0522342
"144","amy_wolff","@katycatxrachel @Starbucks @katyperry right ?!?!",0,1,1,1,-86.7816016,36.1626638
"145","amy_wolff","@Iickmekaty @Starbucks @katyperry it def is!",0,1,0,0,-86.7816016,36.1626638
"146","amy_wolff","Can i get a witness? Thanks @Starbucks for helping my @katyperry addiction Ì†ΩÌ±ÅÌ†ΩÌ±ÅÌ†ΩÌ±Å https://t.co/AJfGqpTm8D",0,20,0,0,-86.7816016,36.1626638
"147","AmyGipsman","RT @Starbucks: Protein-packed, fresh &amp; inspired.
No assembly required. Ì†ΩÌ∏ã
#ChickenCapresePanini https://t.co/VoBkH8uheM",71,0,0,0,-122.3320708,47.6062095
"150","ana_XOXY","@Starbucks @___BeeRY You still doing this? Imma bout to slide!",0,0,0,0,-87.6297982,41.8781136
"151","AndeLyons","RT @chanbrig: Howard Shultz went to 242 venture capitalists before he got funding for @Starbucks.

Founders must truly believe in their ven‚Ä¶",1,0,0,0,-71.0588801,42.3600825
"155","andromedalex","Celebrating passing my emt national registry lab practical exam today with a snickerdoodle hot cocoa from‚Ä¶ https://t.co/c6FVSOsuwK",0,4,1,1,-117.2928814,34.4196199
"156","AnestheticsDH","@Starbucks Made two purchases today and my Starbucks For Life plays as well as ""Friyay"" challenge is not showing up :(?",0,0,1,1,-117.7262981,33.5684605
"157","angel_lorrice","Just had my first cranberry bliss bar from @Starbucks and I‚Äôm pretty sure I‚Äôm having an outer body experience Ì†ΩÌ∏çÌ†ΩÌ∏ç‚Ä¶ https://t.co/m0fg2ShFbb",0,0,0,0,-122.0637425,48.015098
"158","angelajude","If @Postmates really is #BetterThanSanta, I wish for a @Starbucks Peppermint Mocha and Krispy Kreme donuts. #pregnant #momlife #imsimple",0,0,0,0,-118.2436849,34.0522342
"159","Angelicanang","RT @HealthRanger: Fecal bacteria found in Starbucks drinks. https://t.co/WE8LupLCWH #Starbucks #health #coffee",101,0,0,0,-97.4917888,35.3921766
"160","angrenken","Hey, @Starbucks when I‚Äôm paying over $5 for coffee, I at least expect my cup to be full #sad https://t.co/wPcDt0uzlP",0,0,-1,1,-82.3940104,34.8526176
"161","Angry_Geek","#Christmas has been cancelled in #Nazareth thanks to @realDonaldTrump Our #OrangeFuhrer's lack of diplomacy is turn‚Ä¶ https://t.co/AYtqFQpxD1",1,0,-1,1,-122.6764815,45.5230622
"164","AnnaAjorasho","@Starbucks 929 Washington Blvd, whatever... that location, lol!",0,0,0,0,-95.712891,37.09024
"165","AnnaAjorasho","@Starbucks S/O to Judy at 929 Baltimore Ave in Laurel! I accidentally placed the mobile order at the wrong location‚Ä¶ https://t.co/qE3wqSVsX0",0,0,-1,1,-95.712891,37.09024
"167","AnnButlerDesign","Heading to #Starbucks? Take our FREE #craft magazine with you! It's digital. https://t.co/1Jv7e3qtbu",0,0,1,1,-94.6858998,46.729553
"170","annetteconlon","@Starbucks I would love to celebrate #NationalCupcakeDay with you! Please add a #VeganCupcake to your menu. #vegan #cupcake #SBUX ‚ù§Ô∏è",0,0,2,2,-118.3964665,34.0211224
"172","antoinettebrant","@Starbucks Super sad to the essential Christmas color (red) was not red at all in our kit. #bummer #starbucks https://t.co/O2b3Xg3RuQ",0,0,0,0,-81.8552196,41.143245
"180","ArielaRojay","Lost half of my @Starbucks coffee in the car due to a loosely placed lid (thanks barista!) and being followed by so‚Ä¶ https://t.co/GBnpF8MbbW",0,0,-1,1,-115.1398296,36.1699412
"181","aristonomy","RT @kron4news: VIDEO: Woman gets angry at #WalnutCreek #Starbucks customers for speaking Korean https://t.co/SbYZibZWzw",14,0,-1,1,-122.2913078,37.8271784
"184","ArnerBarbara","Figure yogisÌ†æÌ∑òÌ†ºÌøª‚Äç‚ôÄÔ∏è eat yogurt &amp; have all skinny drinks. Skinny peppermintÌ†ºÌºømocha Ì†ºÌΩ´‚òïÔ∏è with soy milkÌ†æÌµõ(for my hot flashe‚Ä¶ https://t.co/TNUKcolRg0",1,1,0,0,-74.4056612,40.0583238
"187","Arwen522","@DangeRussWilson @ciara @Starbucks @WhyNotYouFDN Love this guy!",0,0,1,1,-120.7401385,47.7510741
"188","Arwen522","RT @klimek_e: #givegood and not just @Starbucks because Jesus gave us the BEST gift EVER! https://t.co/jOzp0YpoXu",71,0,1,1,-120.7401385,47.7510741
"189","ashkatch","@summersilvery @Starbucksnews IS THIS A @Starbucks ADVERTISEMENT Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ¥•",0,1,0,0,-119.4179324,36.778261
"190","ashkatch","@summersilvery @Starbucksnews @Starbucks LOOKS AMAZIG",0,0,0,0,-119.4179324,36.778261
"192","ASIA1MINOR","...very very poor supoort staff service @Starbucks 195 Bway, NYC. + the price of tea has gone up but we ain't in china",0,0,-1,1,-73.9884614,40.7568984
"200","audrikalee","@BBeauchamp92 @Starbucks Oh girl I was! Haha",0,1,0,0,-97.6048449,35.444984
"201","auntjennoelle","#givegood @Starbucks Lend a helping hand whenever you can and participate in Random acts of kindness.",0,1,2,2,-119.4179324,36.778261
"202","AustinHaralson","@delylahbrown @Starbucks It‚Äôs your tastebuds",0,0,0,0,-101.9188024,34.9803342
"206","avwoolfolk","Nothin like @Starbucks on a chilly friday night https://t.co/pIaBgZblma",0,0,0,0,-83.4832692,42.4311464
"207","AWMusic2017","@WhatsTrending @Starbucks That's good she was kicked out, her behaviour was absolutely disgusting Ì†ΩÌ∏ßÌ†ΩÌ∏≤",0,0,0,0,-80.9530353,46.522099
"211","AztecConsulting","Aw, where's your crown? @Metallica @Starbucks https://t.co/Y7z9Q0Y75o",0,0,0,0,-97.1705678,32.8234621
"212","B_Sorana","@Starbucks bring back the honey latte for good ‚òïÔ∏èÌ†ΩÌ∏©",0,0,0,0,-87.6297982,41.8781136
"213","B22Fitz","@dailydoseofshea @Starbucks Literally the WORST!",0,1,-1,1,-74.0059728,40.7127753
"214","baa78660","@WhatsTrending @Starbucks If you don‚Äôt want to hear people speaking other languages THEN STAY THE HELL HOME! Build‚Ä¶ https://t.co/547VvIGXjM",0,0,-1,1,-97.7430608,30.267153
"218","BabyLynPat","@Starbucks But where oh where can we find the glitter tumblers?!",0,0,1,1,-87.9020186,42.3702996
"219","BachelorAF","My local barista informed me that they no longer have the sugar-free peppermint syrup for skinny mochas this year..‚Ä¶ https://t.co/0oU9XLBxKU",0,1,-1,1,-88.9770889,40.1410352
"220","Backpackjohn1","RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. Ì†ºÌæÅ https://t.co/mss‚Ä¶",63,0,0,0,-95.712891,37.09024
"221","Backpackjohn1","RT @Starbucks: @u2lunatraveler Deliciousness x 2! Ì†ΩÌ∏ãÌ†ΩÌ∏ã",1,0,0,0,-95.712891,37.09024
"225","barbnatividad","I‚Äôm at @Starbucks drinking my first non-fat, no whipped (cream) #gingerbreadlatte of the year",0,0,0,0,-87.6297982,41.8781136
"227","BasedJane","@Starbucks sliced turkey, cranberry-herb stuffing, and turkey gravy on warm and toasty focaccia bread. Ì†ΩÌ∏´‚òùÌ†ºÌøæ",0,0,0,0,-69.7392715,44.4468933
"228","BasedJane","The Holiday Turkey &amp; Stuffing Panini at @Starbucks is Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ¥•.",0,0,0,0,-69.7392715,44.4468933
"232","bbrynnnnn","First time ever being in line at @Starbucks and the person in front of me pays for my drink! #payitforward to the n‚Ä¶ https://t.co/JJ4IunS8yL",0,11,0,0,-115.1398296,36.1699412
"234","BeantownMV","@Starbucks engages customers with #AR tours of its newest Reserve Roastery in Shanghai: https://t.co/mwfCM179o4 https://t.co/0nuweEjv3i",0,1,0,0,-71.0095602,42.3656132
"236","beBee","RT @GloOchoa: Add to your collection &amp; fill up your game board for a chance to win prizes - including #Starbucks for Life. #StarbucksforLif‚Ä¶",4,0,1,1,-106.393373,31.77985
"237","BeccaBiblio","Third time in less than two week that this @Starbucks has messed up my order. I seriously don‚Äôt have time to keep g‚Ä¶ https://t.co/dik5GLT66n",0,0,-1,1,-104.990251,39.7392358
"238","BeckaNoel","Hey @Pret maybe you should let your customers use the cup they bring into use for their hot drink. Help save the pl‚Ä¶ https://t.co/mYMlFTpeaM",0,2,1,1,-74.0059728,40.7127753
"243","bencoffelt","RT @Starbucks: ‚ö°Ô∏è ‚ÄúGood is happening everywhere. #GiveGood‚Äù

https://t.co/FaH5HoECox",583,0,1,1,-77.0368707,38.9071923
"244","BenjaminHCCarr","#Starbucks #wifi made computers mine #cryptocurrency

Hmmmm... suddenly #BYOD sounds like a good plan for #office‚Ä¶ https://t.co/7Q7b4zWBUu",0,0,2,2,-74.0059728,40.7127753
"245","benjioh5","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs‚Ä¶",3340,0,-1,1,-95.61667,36.308649
"247","bethany_pace","RT @justcatchmedemi: Ember_Tech: In the spirit of giving during the holidays, @ddlovato stopped by @Starbucks in Chicago to surprise fans w‚Ä¶",48,0,1,1,-98.2300124,26.2034071
"248","bethany_pace","RT @LovaticsWorldW: ember: In the spirit of giving during the holidays, @ddlovato stopped by @starbucks in Chicago to surprise fans with he‚Ä¶",3,0,1,1,-98.2300124,26.2034071
"253","BIGMIKEwastaken","@scamful Ayo @Starbucks I'm not buying your coffee cause I saw mad white girls in uggs. Y'all got some bomb ass frappucinos though",0,0,-2,2,-74.7909125,40.2599864
"254","bill_gernant","RT @MASERGY: .@Starbucks free #wifi caught secretly mining #cryptocurrency! https://t.co/KpDLAegof0 #Tech #Privacy https://t.co/RP5DOF5GRU",44,0,1,1,-96.7969879,32.7766642
"255","BillLehman1","@petescalia @Starbucks @KellyFrank10TV Doesn‚Äôt get any gooder than thatÌ†ΩÌ∏É",0,0,0,0,-82.9290696,40.1261743
"256","BioterraHerbs","Do you Love Coffee? What is your favorite type of Coffee? #coffee #coffeelovers #coffeelover #espresso #mocha‚Ä¶ https://t.co/q1NpN1k5zk",1,1,2,2,-117.9353413,34.1069527
"258","bjkbrady","RT @DisneySprings: Need a caffeine boost? Try a limited time beverage from @Starbucks like the ""OB One Cannoli"" Frappucino or ""The Green Ma‚Ä¶",15,0,1,1,-79.0414261,33.5510021
"259","black_duck_sw","So this is an unpleasant side to your #coffee: #Starbucks free Wi-Fi caught secretly mining #cryptocurrency‚Ä¶ https://t.co/D3GaH9nete",0,0,0,0,-71.1956205,42.5047161
"265","blessedwitchaos","@Starbucks Bitter coffee. Who do I call. We are already gone from the location! #TooExpensiveToBeBitter https://t.co/Pyuy2I4At8",0,0,-1,1,-85.7371847,38.2775702
"266","bloktcrypto","#Starbucks Wi-Fi #Hacks Customers‚Äô Computers to #Mine #Cryptocurrency https://t.co/shKorGyORB #XMR #crypto",0,0,-1,1,-98.4170523,29.5170728
"268","bmmahoney","Why is there only one person on bar with 13 people waiting at the bar or in line to order.... @Starbucks columbus circle",0,0,0,0,-74.0059728,40.7127753
"269","BNDeptford","Scrambling for the holidays?  Need that perfect gift? Look no further, we have it all, books, toys, gift cards, tre‚Ä¶ https://t.co/1dl9ODV1tU",0,0,0,0,-75.1195107,39.8227054
"272","bobst_km","RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. Ì†ºÌæÅ https://t.co/mss‚Ä¶",63,0,0,0,-92.4453161,42.5348993
"275","bodyvatosay","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my‚Ä¶",2877,0,0,0,-118.2436849,34.0522342
"279","Bower_Group","Find us on Facebook for #GiveAway #Contest info for your chance to win a #Starbucks gift card! https://t.co/uLmgtp4nYi",0,0,1,1,-86.8752869,40.4167022
"283","BraatenT","RT @Starbucks: Protein-packed, fresh &amp; inspired.
No assembly required. Ì†ΩÌ∏ã
#ChickenCapresePanini https://t.co/VoBkH8uheM",71,0,0,0,-94.6858998,46.729553
"285","BradleyLBrown","@Starbucks cup colored by my 10 year old daughter. https://t.co/xxQ3Xz4cxC",0,1,0,0,-82.1306747,33.5337464
"287","Brandon2116","Well, I‚Äôve had @Starbucks for breakfast, lunch and dinner today.  Lunch was he best with the chicken caprese sandwi‚Ä¶ https://t.co/hH91EcVc4A",0,0,2,2,-83.0457538,42.331427
"288","brandonpmeier","@EmiSavi @Starbucks I absolutely love old crowne! Sounds like a plan haha!",0,1,2,2,-105.0009318,39.6388409
"289","brandonpmeier","I go to the Coliseum @Starbucks 3-4 days a week and I‚Äôve never had such a rude barista through the drive through. U‚Ä¶ https://t.co/1hz9BI3Zno",0,3,-1,1,-105.0009318,39.6388409
"290","BraskaJennea","@Starbucks do purchases made @Food City in-store Starbucks not count rewards? $ off Gold Card, but no game points or latte rewards for 2 ‚òπÔ∏è",0,0,1,1,-84.5929898,35.4428512
"291","brecoftdemi","RT @justcatchmedemi: Starbucksnews: .@ddlovato delighted fans and customers with gifts from #Starbucks in the Windy City for her Jingle Bal‚Ä¶",52,0,2,2,-95.7336054,40.4741686
"292","brendasmith","It‚Äôs a #shouldi or #shouldinot kind of moment. Still considering it. But honestly I have so many @starbucks drink c‚Ä¶ https://t.co/0LuNuu5xYw",0,0,0,0,-122.4194155,37.7749295
"293","BrendaYurek","How I wish #starbucks delivered #pumpkinspicechai withdrawal",0,0,0,0,-114.9817213,36.0395247
"294","Breviscope_","What did our customers say about our coffee on social media in 2017? 

Contact us and get the initial report for fr‚Ä¶ https://t.co/9mgEbqxHIE",0,0,0,0,-74.0059728,40.7127753
"295","BrianDeanTrappe","RT @MASERGY: .@Starbucks free #wifi caught secretly mining #cryptocurrency! https://t.co/KpDLAegof0 #Tech #Privacy https://t.co/RP5DOF5GRU",44,0,1,1,-75.1652215,39.9525839
"296","BrienRyder","@Starbucks It was the last day today for Norman at the Wethersfield, Ct location, He was a tremendous employee and‚Ä¶ https://t.co/Fn6l5H21G8",0,1,0,0,-73.087749,41.6032207
"297","BritBHuls","@Starbucks sad sad day, received a faulty cup resulting in the entire contents of a venti Caramel br√ªl√©e latte fill‚Ä¶ https://t.co/k0FUU866MF",0,0,-3,3,-89.3985283,40.6331249
"298","brittanyfyffe","@Starbucks should give the not fancy drinks priority. Like I have to wait for a black iced coffee because 30 ppl ne‚Ä¶ https://t.co/0MDWWy6ZpR",0,0,2,2,-122.4194155,37.7749295
"299","BrittArebaugh","Nothing like getting nasty attitude from the @Starbucks barista because I wanted the heavy cream in my Americao steamed so it‚Äôs hot enough Ì†ΩÌπÑ",0,0,0,0,-82.907123,40.4172871
"301","Brok3nProducer","How basic should I be today? Toasted-White-chocolate-Basic? #starbucks #frappuccino #lol https://t.co/WiNCpa0B6r",0,0,0,0,-95.712891,37.09024
"303","brookenewhardt","Praying is happening at @Starbucks",0,0,0,0,-122.2928974,47.1853785
"304","brooklynjolley","RT @kengarff: @brooklynjolley @Starbucks (Imagine Leo is holding Diet Coke Ì†ΩÌ∏â) https://t.co/QYhOhIsNbv",1,0,0,0,-111.0937311,39.3209801
"305","brooklynjolley","I actually love getting my oil changed because it‚Äôs an hour full of free Diet Coke &amp; @Starbucks hot chocolate. Than‚Ä¶ https://t.co/LNIbcm2n56",0,2,3,3,-111.0937311,39.3209801
"311","BUDiningService","Have you been following along with our awesome team at the Warren Towers #starbucks ? They are just the best! And t‚Ä¶ https://t.co/MpXA3o6EFX",0,5,2,2,-71.0588801,42.3600825
"312","buffyslaysu","@C_Pineda7 @Starbucks You want to be my dad",0,0,0,0,-71.0588801,42.3600825
"313","BUN0206","Came to #Starbucks to plan new start for #2018. Luckily saw #skywriting ‚Äú#HOPE ‚Äú . 2018 will be‚Ä¶ https://t.co/kFIDceO09l",0,0,0,0,-119.4179324,36.778261
"314","bunnyalamode","RT @JackalopeTribe: Today I taste starbuck's Toasted White Chocolate Mocha! Watch me ingest things! #starbucks #mukbang? https://t.co/OFIzM‚Ä¶",2,0,0,0,-95.712891,37.09024
"315","BuzzzChomp","Grab a morning #starbucks catch up at https://t.co/BtWJ7ILkUM -- Its #Fitness Entertainment #Vlog #LosAngeles #Art",0,0,0,0,-118.2436849,34.0522342
"316","BVillalona83","Omg Ì†ΩÌ∏Æ @Starbucks is so anti-Christmas that they have a coffee called Christmas blend. Oh Wait Ì†æÌ¥∑Ì†ºÌøª‚Äç‚ôÇÔ∏è #fakeoutrage https://t.co/If81TybPZn",0,0,0,0,-95.712891,37.09024
"317","bvmmercvlture","On my way out of town for the day and mobile ordered at @Starbucks and they got my drink order wrong. As a partner‚Ä¶ https://t.co/UXeFqgm774",0,0,-1,1,-120.7401385,47.7510741
"319","C_Pineda7","This is the second time this week @Starbucks doesn‚Äôt have banana bread . Wtf Ì†ΩÌ∏¢",0,0,0,0,-81.8690904,28.7390864
"320","C_Pineda7","@buffyslaysu @Starbucks Giles ?",0,0,0,0,-81.8690904,28.7390864
"321","C0NQUIST4D0R","CAN‚ÄôT WAIT FOR THESE FUCKING CHLORINATED CHICKENS

#MAGA #names #paedophiles #lizards #nike #starbucks https://t.co/VEuUapTEXF",0,1,-1,1,-87.623702,41.890422
"324","caitiefortune","@Starbucks this place has stupid parking for a cool building (@ Starbucks in Greensboro, NC) https://t.co/UzGugngqgR",0,0,0,0,-112.2989898,40.5321284
"325","caitlinvesper","@Starbucks I just ordered my bosses drink and you made it totally wrong! Ugh! #badnews",0,0,-2,2,-122.6764815,45.5230622
"327","CallMeBatman13","@___BeeRY @Starbucks bruh... when i read ""for all my starbucks lovers"" i thought you were making a reference to bla‚Ä¶ https://t.co/p1fZhU9seN",0,5,0,0,-79.5394625,43.8430176
"328","CamajFatmir","RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. Ì†ºÌæÅ https://t.co/mss‚Ä¶",63,0,0,0,-74.0068339,40.7314316
